name,description,price,originalPrice,stock,mainImageUrl,images,category,brand,sku,active,rating,reviewCount
Party Glasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",1659,1959,86,https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp,https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp|https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp|https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/2.webp|https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/3.webp,Accessories,Fashion Fun,ACCS-0013,true,3.8,124
Green and Black Glasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",2904,3426,24,https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp,https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp|https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp|https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/2.webp|https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/3.webp,Accessories,Fashion Shades,ACCS-0014,true,4.5,117
Classic Sun Glasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,2074,2447,5,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp|https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp|https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/2.webp|https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/3.webp,Accessories,Fashion Shades,ACCS-0015,true,3.9,110
Black Sun Glasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",2489,2937,60,https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/thumbnail.webp,https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/thumbnail.webp|https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp|https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/2.webp|https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/3.webp,Accessories,Fashion Shades,ACCS-0016,true,4.4,103
Baseball Glove,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.",2074,2447,22,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/thumbnail.webp,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/thumbnail.webp|https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/1.webp|https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/2.webp|https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/3.webp,Accessories,LUXE,ACCS-0017,true,4.0,498
iPhone X,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.",74699,88144,37,https://cdn.dummyjson.com/product-images/smartphones/iphone-x/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/iphone-x/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-x/1.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-x/2.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-x/3.webp,Electronics,Apple,ELEC-0006,true,3.8,393
iPhone 6,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.",24899,29380,60,https://cdn.dummyjson.com/product-images/smartphones/iphone-6/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/iphone-6/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-6/1.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-6/2.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-6/3.webp,Electronics,Apple,ELEC-0007,true,3.8,379
iPhone 5s,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.",16599,19586,25,https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/1.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/2.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/3.webp,Electronics,Apple,ELEC-0008,true,3.8,372
iPhone 13 Pro,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.",91299,107732,56,https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/1.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/2.webp|https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/3.webp,Electronics,Apple,ELEC-0009,true,4.1,386
Vivo X21,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",41499,48968,7,https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/2.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/3.webp,Electronics,Vivo,ELEC-0010,true,4.3,477
Vivo V9,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",24899,29380,82,https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/2.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/3.webp,Electronics,Vivo,ELEC-0011,true,3.8,470
Vivo S1,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",20749,24483,50,https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/2.webp|https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/3.webp,Electronics,Vivo,ELEC-0012,true,3.8,463
Samsung Galaxy S8,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",41499,48968,5,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/2.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/3.webp,Electronics,Samsung,ELEC-0013,true,4.4,449
Samsung Galaxy S7,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",24899,29380,67,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/2.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/3.webp,Electronics,Samsung,ELEC-0014,true,3.8,442
Samsung Galaxy S10,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",58099,68556,19,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/2.webp|https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/3.webp,Electronics,Samsung,ELEC-0015,true,3.8,456
Realme XT,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",29049,34277,80,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-xt/2.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-xt/3.webp,Electronics,Realme,ELEC-0016,true,4.6,435
Realme X,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,24899,29380,12,https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-x/2.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-x/3.webp,Electronics,Realme,ELEC-0017,true,3.8,428
Realme C35,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.,12449,14689,48,https://cdn.dummyjson.com/product-images/smartphones/realme-c35/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/realme-c35/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-c35/1.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-c35/2.webp|https://cdn.dummyjson.com/product-images/smartphones/realme-c35/3.webp,Electronics,Realme,ELEC-0018,true,4.2,421
Oppo F19 Pro Plus,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.,33199,39174,78,https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/1.webp|https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/2.webp|https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/3.webp,Electronics,Oppo,ELEC-0019,true,3.8,407
Oppo A57,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.",20749,24483,19,https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/thumbnail.webp,https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/thumbnail.webp|https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/1.webp|https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/2.webp|https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/3.webp,Electronics,Oppo,ELEC-0020,true,3.9,400
Vaseline Men Body and Face Lotion,Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.,829,1129,95,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp|https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/1.webp|https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/2.webp|https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/3.webp,Beauty,Vaseline,BEAU-0001,true,3.8,365
Olay Ultra Moisture Shea Butter Body Wash,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,1078,1378,34,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp|https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp|https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/2.webp|https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/3.webp,Beauty,Olay,BEAU-0002,true,4.5,358
Attitude Super Leaves Hand Soap,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",746,1046,94,https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/thumbnail.webp,https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/thumbnail.webp|https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp|https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/2.webp|https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/3.webp,Beauty,Attitude,BEAU-0003,true,3.8,351
Apple Watch Series 4 Gold,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display.",29049,34277,33,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/1.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/2.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/3.webp,Electronics,Apple,ELEC-0021,true,3.8,267
Apple Airpods,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.",10789,12731,67,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/2.webp|https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/3.webp,Electronics,Apple,ELEC-0022,true,4.2,225
Rolex Submariner Watch,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.",1161999,1371158,55,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/thumbnail.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/1.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/2.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/3.webp,Accessories,Rolex,ACCS-0018,true,3.8,211
Rolex Datejust,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.",912999,1077338,86,https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp,https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/thumbnail.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/1.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/2.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/3.webp,Accessories,Rolex,ACCS-0019,true,3.8,204
Rolex Cellini Moonphase,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.",1078999,1273218,36,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/thumbnail.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/1.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/2.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/3.webp,Accessories,Rolex,ACCS-0020,true,3.8,197
Rolex Cellini Date Black Dial,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.",746999,881458,40,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/1.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/2.webp|https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/3.webp,Accessories,Rolex,ACCS-0021,true,5.0,190
Longines Master Collection,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.",124499,146908,100,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/thumbnail.webp|https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/1.webp|https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/2.webp|https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/3.webp,Accessories,Longines,ACCS-0022,true,3.9,183
Brown Leather Belt Watch,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.",7469,8813,32,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp|https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/1.webp|https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/2.webp|https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/3.webp,Accessories,Fashion Timepieces,ACCS-0023,true,4.2,176
New DELL XPS 13 9300 Laptop,"The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.",124499,146908,74,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp,https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/thumbnail.webp|https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/1.webp|https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/2.webp|https://cdn.dummyjson.com/product-images/laptops/new-dell-xps-13-9300-laptop/3.webp,Electronics,Dell,ELEC-0023,true,3.8,99
Lenovo Yoga 920,"The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.",91299,107732,40,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp,https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/thumbnail.webp|https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/1.webp|https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/2.webp|https://cdn.dummyjson.com/product-images/laptops/lenovo-yoga-920/3.webp,Electronics,Lenovo,ELEC-0024,true,3.8,92
Huawei Matebook X Pro,"The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.",116199,137114,75,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp,https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp|https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/1.webp|https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/2.webp|https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/3.webp,Electronics,Huawei,ELEC-0025,true,5.0,85
Asus Zenbook Pro Dual Screen Laptop,"The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.",149399,176290,45,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp,https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/thumbnail.webp|https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/1.webp|https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/2.webp|https://cdn.dummyjson.com/product-images/laptops/asus-zenbook-pro-dual-screen-laptop/3.webp,Electronics,Asus,ELEC-0026,true,4.0,78
Apple MacBook Pro 14 Inch Space Grey,"The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.",165999,195878,24,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp,https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/thumbnail.webp|https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/1.webp|https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/2.webp|https://cdn.dummyjson.com/product-images/laptops/apple-macbook-pro-14-inch-space-grey/3.webp,Electronics,Apple,ELEC-0027,true,3.8,71
House Showpiece Plant,The House Showpiece Plant is an artificial plant that brings a touch of nature to your home without the need for maintenance. It adds greenery and style to any space.,3319,3916,28,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp,https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/thumbnail.webp|https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/1.webp|https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/2.webp|https://cdn.dummyjson.com/product-images/home-decoration/house-showpiece-plant/3.webp,Home,LUXE,HOME-0005,true,4.7,340
Decoration Swing,"The Decoration Swing is a charming addition to your home decor. Crafted with intricate details, it adds a touch of elegance and whimsy to any room.",4979,5875,47,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp,https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/thumbnail.webp|https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/1.webp|https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/2.webp|https://cdn.dummyjson.com/product-images/home-decoration/decoration-swing/3.webp,Home,LUXE,HOME-0006,true,3.8,326
Wooden Bathroom Sink With Mirror,"The Wooden Bathroom Sink with Mirror is a unique and stylish addition to your bathroom, featuring a wooden sink countertop and a matching mirror.",66399,78350,7,https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp,https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/thumbnail.webp|https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/1.webp|https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/2.webp|https://cdn.dummyjson.com/product-images/furniture/wooden-bathroom-sink-with-mirror/3.webp,Home,Bath Trends,HOME-0007,true,3.8,130
Knoll Saarinen Executive Conference Chair,"The Knoll Saarinen Executive Conference Chair is a modern and ergonomic chair, perfect for your office or conference room with its timeless design.",41499,48968,26,https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp,https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp|https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/1.webp|https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/2.webp|https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/3.webp,Home,Knoll,HOME-0008,true,4.9,123
Bedside Table African Cherry,"The Bedside Table in African Cherry is a stylish and functional addition to your bedroom, providing convenient storage space and a touch of elegance.",24899,29380,64,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp,https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp|https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/1.webp|https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/2.webp|https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/3.webp,Home,Furniture Co.,HOME-0009,true,3.8,116
Annibale Colombo Sofa,"The Annibale Colombo Sofa is a sophisticated and comfortable seating option, featuring exquisite design and premium upholstery for your living room.",207499,244848,60,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/thumbnail.webp|https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/1.webp|https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/2.webp|https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-sofa/3.webp,Home,Annibale Colombo,HOME-0010,true,3.9,109
Annibale Colombo Bed,"The Annibale Colombo Bed is a luxurious and elegant bed frame, crafted with high-quality materials for a comfortable and stylish bedroom.",157699,186084,88,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp,https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/thumbnail.webp|https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/1.webp|https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/2.webp|https://cdn.dummyjson.com/product-images/furniture/annibale-colombo-bed/3.webp,Home,Annibale Colombo,HOME-0011,true,4.8,102
Gucci Bloom Eau de,"Gucci Bloom by Gucci is a floral and captivating fragrance, with notes of tuberose, jasmine, and Rangoon creeper. It's a modern and romantic scent.",6639,7834,91,https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/thumbnail.webp,https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/thumbnail.webp|https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/1.webp|https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/2.webp|https://cdn.dummyjson.com/product-images/fragrances/gucci-bloom-eau-de/3.webp,Beauty,Gucci,BEAU-0004,true,3.8,95
